date,time,event,value,category1,category2,measure1,measure2
Apr-30-2022,22:02:54,Alert,46.41,B,Blue,27.41,16.29
May-01-2022,11:26:51,Measure,50.09,E,Blue,62.6,50.59
May-02-2022,06:24:23,Stop,88.63,B,Blue,75.29,65.73
May-03-2022,07:08:45,Measure,51.57,D,Blue,40.31,8.42
May-04-2022,04:29:52,Run,11.91,D,Blue,42.82,25.63
May-05-2022,18:52:15,Alert,30.47,A,Black,57.73,43.88
May-07-2022,23:43:20,Measure,52.81,D,Red,74.33,10.23
May-08-2022,03:39:38,Alert,48.2,C,Blue,42.2,15.78
May-09-2022,14:05:04,Measure,87.43,E,Black,30.01,22.27
May-11-2022,13:52:44,Idle,58.79,E,Red,59.47,4.35
May-12-2022,09:49:03,Alert,72.07,B,Blue,61.99,0.79
May-13-2022,07:23:10,Stop,52.24,D,Red,50.09,4.97
May-14-2022,16:49:20,Idle,49.57,A,Red,41.63,29.57
May-15-2022,10:47:43,Run,50.17,A,Green,64.92,2.29
May-16-2022,12:26:15,Measure,46.98,A,Yellow,57.92,6.31
May-17-2022,22:25:52,Run,58.47,C,Green,38.47,12.37
May-18-2022,00:30:47,Alert,32.54,D,Red,50.74,2.43
May-19-2022,14:05:43,Idle,90.19,A,Black,29.72,6.38
May-20-2022,07:06:33,Run,39.98,C,Blue,60.29,72.66
May-22-2022,11:52:13,Stop,23.28,E,Yellow,46.07,0.58
May-23-2022,15:42:51,Alert,18.69,B,Blue,43.46,31.79
May-24-2022,08:09:16,Idle,11.21,D,Black,49.51,14.56
May-25-2022,11:05:18,Run,48.06,D,Yellow,50.6,33.5
May-26-2022,10:40:52,Idle,26.88,E,Green,63.42,26.65
May-27-2022,05:58:24,Idle,11.95,D,Red,58.87,7.59
May-29-2022,23:24:15,Run,56.8,D,Black,47.65,56.36
May-30-2022,19:15:05,Start,71.2,D,Red,61.46,20.31
May-31-2022,04:20:03,Measure,17.72,D,Red,56.01,51.87
Jun-01-2022,01:27:37,Alert,51.48,C,Blue,43.6,15.63
Jun-02-2022,08:27:16,Alert,76.93,C,Black,48.13,125.37
Jun-03-2022,13:06:21,Alert,98.72,B,Red,47.78,44.15
Jun-04-2022,18:00:28,Idle,70.05,D,Green,57.58,101.4
Jun-05-2022,19:30:29,Run,32.04,E,Yellow,44.49,21.67
Jun-06-2022,14:17:34,Measure,74.49,A,Black,44.14,19.26
Jun-07-2022,17:29:33,Stop,63.81,B,Blue,79.53,42.25
Jun-08-2022,09:10:26,Alert,29.06,A,Black,64.1,63.68
Jun-09-2022,23:34:38,Run,86.6,A,Blue,38.59,99.85
Jun-10-2022,07:50:17,Measure,48.47,D,Yellow,58.56,11.77
Jun-11-2022,12:44:23,Measure,96.58,E,Green,51.78,48.09
Jun-12-2022,18:22:11,Start,75.06,A,Red,55.87,7.1
Jun-13-2022,16:29:30,Run,68.01,A,Black,52.06,23.66
Jun-14-2022,21:43:27,Alert,75.55,B,Blue,67.84,5.95
Jun-15-2022,12:24:43,Idle,53.03,E,Yellow,55.18,12.8
Jun-17-2022,18:45:06,Measure,55.47,E,Red,49.07,80.37
Jun-18-2022,12:05:23,Measure,86.61,A,Yellow,65.63,4.74
Jun-19-2022,18:18:35,Stop,71.28,E,Green,53.5,30.02
Jun-20-2022,18:08:47,Start,90.75,B,Red,51.82,26.96
Jun-21-2022,03:37:39,Measure,90.17,B,Red,54.71,3.86
Jun-22-2022,23:47:04,Measure,97.88,B,Red,48.6,11.83
Jun-23-2022,20:53:41,Idle,73.02,D,Blue,50.14,24.83
Jun-24-2022,22:44:25,Idle,55.21,A,Red,41.2,6.22
Jun-25-2022,13:38:28,Stop,24.97,E,Yellow,38.73,48.38
Jun-26-2022,19:05:06,Run,73.48,B,Blue,35.02,107.43
Jun-27-2022,04:52:17,Stop,36.24,A,Red,29.12,7.25
Jun-28-2022,22:43:37,Stop,35.47,A,Yellow,36.8,6.21
Jun-29-2022,00:03:50,Idle,31.45,D,Yellow,47.39,18.21
Jun-30-2022,11:46:34,Run,88.76,E,Black,51.55,41.32
Jul-01-2022,22:26:59,Idle,88.12,E,Yellow,45.93,9.92
Jul-02-2022,19:59:07,Start,66.79,B,Green,14.66,0.6
Jul-03-2022,10:15:40,Alert,52.57,B,Red,73.62,23.38
Jul-04-2022,02:31:04,Alert,70.49,A,Red,66.3,94.12
Jul-05-2022,19:13:59,Start,64.65,E,Red,56.69,14.89
Jul-06-2022,14:05:58,Alert,47.42,E,Yellow,78.61,16.35
Jul-07-2022,03:39:50,Run,44.17,B,Yellow,35.34,104.12
Jul-08-2022,04:12:31,Idle,44.45,C,Red,78.31,35.58
Jul-09-2022,15:00:12,Alert,63.02,A,Blue,35.52,38.1
Jul-10-2022,21:10:52,Run,68.29,E,Blue,53.58,24.81
Jul-11-2022,07:24:39,Idle,50.66,D,Green,30.89,110.2
Jul-12-2022,23:27:13,Run,97.18,D,Black,50.22,35.03
Jul-13-2022,12:02:35,Start,17.55,C,Green,55.79,67.62
Jul-14-2022,19:46:14,Stop,41.23,B,Red,47.68,36.06
Jul-15-2022,20:44:40,Start,47.72,B,Red,60.71,39.85
Jul-16-2022,09:43:45,Alert,11.52,B,Red,51.49,10.29
Jul-17-2022,00:45:13,Idle,42.85,D,Black,42.16,10.85
Jul-18-2022,07:47:13,Run,34.63,B,Yellow,41.5,45.83
Jul-19-2022,00:15:17,Alert,55.54,D,Black,62.16,10.56
Jul-20-2022,06:14:23,Alert,40.28,C,Green,40.19,24.82
Jul-21-2022,16:50:54,Stop,75.36,A,Yellow,63.73,8.6
Jul-22-2022,12:08:55,Alert,55.89,E,Yellow,68.34,50.95
Jul-23-2022,23:14:56,Stop,21.68,C,Green,24.97,3.51
Jul-24-2022,02:23:32,Idle,77.51,D,Yellow,66.99,53.06
Jul-25-2022,15:07:28,Idle,18.93,C,Blue,80.91,27.69
Jul-26-2022,22:44:30,Run,85.51,E,Green,53.78,6.21
Jul-27-2022,07:48:53,Stop,93.83,A,Green,58.99,23.43
Jul-28-2022,22:13:58,Start,39.02,E,Blue,65.56,9.96
Jul-29-2022,20:29:52,Idle,93.35,D,Black,45.87,11.72
Jul-30-2022,06:26:46,Run,81.37,E,Black,52.73,12.99
Jul-31-2022,15:50:05,Start,93.02,C,Black,30.29,1.96
Aug-01-2022,22:32:43,Idle,69.96,B,Yellow,52.08,127.98
Aug-02-2022,17:15:11,Idle,31.21,C,Blue,57.47,0.96
Aug-03-2022,19:44:39,Run,90.51,D,Green,57.74,32.59
Aug-04-2022,21:32:57,Run,26.58,A,Green,65.98,13.92
Aug-05-2022,20:38:46,Measure,29.18,E,Green,38.38,31.15
Aug-06-2022,21:44:12,Alert,34.4,A,Yellow,42.01,13.21
Aug-07-2022,08:23:14,Alert,37.38,D,Yellow,78.43,33.6
Aug-08-2022,03:12:26,Start,56.3,E,Black,47.75,39.2
Aug-09-2022,11:36:06,Alert,74.21,C,Yellow,53.0,35.19
Aug-10-2022,07:36:40,Start,93.36,C,Black,48.99,3.63
Aug-11-2022,13:57:11,Idle,17.96,D,Black,37.67,32.09
Aug-12-2022,03:51:39,Measure,95.89,E,Green,74.35,9.85
Aug-14-2022,16:39:52,Measure,92.92,C,Yellow,42.08,0.88
Aug-16-2022,00:51:33,Idle,14.86,D,Black,33.09,16.08
Aug-17-2022,03:23:20,Run,42.43,D,Blue,43.24,17.05
Aug-18-2022,00:06:00,Stop,83.18,A,Blue,19.97,18.89
Aug-19-2022,08:02:43,Stop,65.04,C,Yellow,40.23,36.61
Aug-20-2022,18:14:30,Alert,80.12,E,Green,35.48,11.08
Aug-21-2022,21:15:09,Run,74.71,C,Green,59.26,11.36
Aug-22-2022,21:28:58,Start,54.71,C,Black,39.9,1.87
Aug-23-2022,05:28:16,Measure,13.71,C,Yellow,63.32,34.83
Aug-24-2022,20:59:21,Alert,62.58,D,Blue,70.98,25.17
Aug-25-2022,23:16:20,Idle,14.37,B,Black,61.72,12.9
Aug-26-2022,18:49:10,Run,64.34,B,Black,46.77,36.64
Aug-27-2022,23:06:41,Measure,82.04,A,Red,52.12,23.12
Aug-28-2022,06:04:43,Start,62.65,C,Yellow,27.13,19.0
Aug-29-2022,15:56:20,Start,99.73,B,Black,47.99,21.48
Aug-30-2022,17:34:19,Stop,51.03,A,Blue,37.09,30.35
Aug-31-2022,14:04:12,Alert,77.39,D,Red,60.41,32.36
Sep-01-2022,18:11:54,Idle,70.05,C,Blue,88.59,10.23
Sep-03-2022,20:36:05,Measure,99.23,E,Green,57.5,4.55
Sep-04-2022,06:25:41,Start,74.19,D,Red,20.13,5.11
Sep-05-2022,15:07:08,Measure,24.76,A,Red,44.58,30.6
Sep-06-2022,03:20:30,Idle,96.0,D,Black,51.84,61.88
Sep-07-2022,20:39:24,Measure,70.1,E,Green,51.31,15.8
Sep-08-2022,06:14:52,Alert,15.34,D,Black,39.04,5.57
Sep-09-2022,02:48:42,Stop,69.18,A,Yellow,53.68,42.39
Sep-10-2022,08:36:56,Measure,89.48,E,Blue,31.36,53.6
Sep-11-2022,09:46:27,Run,61.93,E,Blue,35.83,63.75
Sep-12-2022,13:03:52,Stop,41.86,D,Black,59.69,28.01
Sep-13-2022,19:33:11,Idle,83.88,E,Blue,34.77,59.14
Sep-14-2022,00:23:19,Stop,80.43,D,Blue,58.07,0.47
Sep-15-2022,04:37:29,Measure,58.98,C,Yellow,29.46,3.4
Sep-16-2022,23:42:39,Measure,23.89,E,Green,76.47,2.91
Sep-17-2022,06:35:37,Run,32.59,D,Red,38.39,37.41
Sep-18-2022,15:51:14,Start,76.46,C,Black,46.65,2.16
Sep-19-2022,13:22:11,Run,82.55,E,Black,54.96,20.58
Sep-20-2022,11:47:14,Measure,35.13,C,Yellow,41.52,19.2
Sep-21-2022,12:42:48,Stop,43.12,E,Yellow,52.15,11.16
Sep-23-2022,20:14:13,Run,16.99,A,Red,58.63,61.3
Sep-24-2022,09:43:15,Run,74.21,A,Green,64.41,5.61
Sep-25-2022,14:41:03,Start,10.32,D,Black,61.87,13.04
Sep-26-2022,22:28:40,Measure,14.19,B,Yellow,47.42,44.64
Sep-27-2022,20:51:08,Measure,10.39,A,Black,47.8,0.93
Sep-28-2022,20:56:55,Idle,68.08,B,Blue,85.24,33.53
Sep-29-2022,19:42:42,Start,47.56,C,Black,64.25,50.85
Oct-01-2022,06:52:41,Idle,36.78,C,Green,36.17,80.77
Oct-02-2022,03:04:04,Idle,92.14,B,Green,51.5,62.7
Oct-03-2022,10:40:27,Idle,27.35,D,Black,44.97,11.54
Oct-04-2022,15:40:53,Alert,45.04,E,Blue,47.97,26.48
Oct-05-2022,03:01:45,Idle,94.63,B,Green,31.56,2.41
Oct-06-2022,02:49:20,Run,48.44,B,Yellow,43.82,8.95
Oct-07-2022,05:42:52,Stop,59.92,B,Black,77.17,2.97
Oct-08-2022,17:43:04,Run,17.23,B,Blue,58.69,11.36
Oct-09-2022,08:19:27,Run,81.11,B,Yellow,12.63,62.43
Oct-10-2022,17:18:02,Measure,48.05,D,Black,68.25,12.79
Oct-11-2022,08:35:30,Alert,82.05,A,Blue,66.34,24.76
Oct-12-2022,16:16:54,Idle,32.84,E,Yellow,44.61,17.04
Oct-14-2022,22:33:40,Measure,48.02,A,Green,60.76,18.43
Oct-15-2022,08:04:14,Start,80.79,B,Black,37.11,104.77
Oct-16-2022,14:02:18,Start,97.65,A,Black,42.95,10.54
Oct-17-2022,02:37:03,Measure,15.37,D,Green,72.48,29.61
Oct-19-2022,23:30:44,Stop,83.12,C,Red,45.92,16.35
Oct-20-2022,12:58:10,Measure,37.06,A,Yellow,21.95,1.89
Oct-21-2022,04:00:08,Measure,59.57,E,Green,49.05,20.16
Oct-23-2022,16:53:00,Alert,36.11,D,Black,48.82,50.35
Oct-24-2022,02:46:25,Start,65.21,C,Yellow,67.98,3.12
Oct-25-2022,20:30:25,Start,41.84,D,Yellow,50.22,2.16
Oct-26-2022,22:29:09,Idle,40.03,B,Red,43.68,5.0
Oct-27-2022,07:43:24,Run,13.41,C,Black,65.68,43.37
Oct-28-2022,21:14:58,Measure,23.23,E,Blue,51.81,38.62
Oct-29-2022,08:55:56,Measure,92.54,C,Red,38.75,24.97
Oct-30-2022,09:19:40,Stop,99.84,E,Red,67.32,18.95
Oct-31-2022,14:22:52,Start,80.25,B,Blue,52.9,65.77
Nov-01-2022,20:00:01,Stop,35.81,E,Blue,50.04,43.66
Nov-02-2022,18:13:07,Alert,46.22,D,Red,52.67,50.13
Nov-03-2022,05:11:25,Idle,76.56,A,Yellow,33.94,50.34
Nov-04-2022,14:45:52,Stop,97.17,D,Green,42.09,30.88
Nov-05-2022,00:59:42,Start,50.99,D,Green,50.05,18.38
Nov-06-2022,02:50:17,Alert,84.66,C,Red,47.08,60.0
Nov-07-2022,19:59:33,Measure,97.76,B,Yellow,69.09,78.11
Nov-08-2022,06:07:18,Alert,88.61,A,Blue,53.26,0.72
Nov-09-2022,21:46:41,Run,30.44,E,Red,62.82,1.59
Nov-11-2022,21:28:32,Stop,10.72,C,Black,50.14,95.64
Nov-12-2022,05:44:45,Start,54.29,B,Yellow,65.84,9.74
Nov-13-2022,02:42:02,Stop,57.82,A,Black,55.96,61.99
Nov-14-2022,18:09:26,Measure,28.11,D,Black,50.2,14.77
Nov-15-2022,14:10:46,Measure,35.62,B,Red,49.8,3.8
Nov-16-2022,23:12:31,Start,78.86,B,Yellow,35.68,2.52
Nov-17-2022,04:03:12,Run,52.33,B,Black,57.6,5.11
Nov-18-2022,08:56:48,Idle,38.56,D,Yellow,49.4,8.63
Nov-19-2022,01:55:36,Alert,66.04,E,Green,42.47,20.11
Nov-20-2022,15:06:00,Alert,68.75,C,Black,66.6,36.27
Nov-21-2022,11:20:10,Measure,79.25,E,Black,31.25,128.93
Nov-22-2022,11:50:57,Stop,24.1,A,Yellow,43.66,17.48
Nov-23-2022,11:43:13,Stop,76.74,C,Green,65.42,21.91
Nov-24-2022,01:33:24,Run,63.95,A,Black,54.73,22.13
Nov-25-2022,03:51:54,Idle,15.18,D,Red,49.28,23.26
Nov-26-2022,15:09:44,Stop,79.97,E,Yellow,53.77,21.88
Nov-27-2022,01:34:18,Alert,44.48,B,Yellow,52.69,0.26
Nov-28-2022,05:18:58,Stop,39.73,C,Black,27.25,0.05
Nov-29-2022,20:51:50,Idle,50.33,B,Green,44.76,3.08
Nov-30-2022,07:13:09,Alert,41.16,A,Black,74.25,3.21
Dec-01-2022,02:37:28,Stop,40.45,B,Blue,40.11,36.61
Dec-02-2022,14:22:22,Alert,82.73,B,Black,45.23,6.88
Dec-03-2022,17:45:18,Measure,21.21,D,Blue,41.88,67.53
Dec-04-2022,09:46:03,Measure,97.35,D,Red,48.69,79.19
Dec-05-2022,22:01:02,Run,59.94,E,Yellow,41.25,111.76
Dec-06-2022,06:54:15,Measure,26.46,A,Yellow,57.3,83.95
Dec-08-2022,09:18:27,Stop,21.81,D,Green,52.96,9.52
Dec-09-2022,16:27:18,Idle,63.24,D,Black,61.6,21.39
Dec-10-2022,04:22:19,Alert,66.97,E,Red,34.24,5.79
Dec-11-2022,12:12:42,Start,14.77,C,Blue,44.89,49.23
Dec-12-2022,10:47:14,Measure,31.87,E,Green,46.61,65.79
Dec-14-2022,16:53:49,Measure,81.59,B,Red,56.83,57.17
Dec-15-2022,18:03:21,Start,14.47,B,Red,38.1,17.04
Dec-16-2022,21:54:36,Start,86.96,D,Blue,63.73,42.65
Dec-17-2022,06:33:32,Stop,69.23,D,Blue,67.8,3.08
Dec-18-2022,11:41:39,Alert,49.1,E,Yellow,35.17,1.23
Dec-20-2022,00:11:01,Measure,41.18,E,Black,42.64,41.98
Dec-21-2022,09:21:16,Idle,11.73,A,Green,42.02,16.62
Dec-23-2022,02:06:43,Stop,84.27,B,Black,89.49,162.44
Dec-24-2022,07:19:11,Stop,22.84,E,Green,43.55,3.07
Dec-25-2022,02:16:27,Idle,37.86,C,Red,75.16,58.06
Dec-26-2022,08:09:21,Idle,61.22,A,Blue,31.0,19.62
Dec-27-2022,05:56:32,Run,32.14,E,Blue,35.16,52.66
Dec-28-2022,21:43:36,Idle,54.74,D,Red,39.7,50.97
Dec-29-2022,12:26:14,Start,82.84,E,Red,37.31,74.31
Dec-30-2022,21:29:42,Measure,52.35,D,Green,45.98,10.61
Dec-31-2022,07:36:33,Run,95.41,D,Red,39.37,89.75
