측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥),일산화탄소농도(ppm)
20180414,성동구,0.018,0.026,0.3,0.004,25.0,15.0,
20180414,성북구,0.019,0.032,0.6,0.004,25.0,10.0,
20180414,송파구,0.015,0.035,0.5,0.004,23.0,12.0,
20180414,신촌로,0.035,0.019,0.7,0.003,29.0,12.0,
20180414,양천구,0.025,0.03,0.4,0.002,19.0,11.0,
20180414,영등포구,0.023,0.025,0.6,0.003,22.0,13.0,
20180414,영등포로,0.036,0.022,0.4,0.005,30.0,18.0,
20180414,용산구,0.021,0.032,0.4,0.002,16.0,10.0,
20180414,은평구,0.013,0.039,0.4,0.002,19.0,13.0,
20180414,정릉로,0.044,0.024,0.5,0.002,25.0,14.0,
20180414,종로,0.025,0.034,0.4,0.003,15.0,6.0,
20180414,종로구,0.018,0.038,0.4,0.005,18.0,10.0,
20180414,중구,0.018,0.037,0.4,0.002,18.0,11.0,
20180414,중랑구,0.019,0.03,0.4,0.005,15.0,9.0,
20180414,천호대로,0.034,0.02,0.5,0.003,25.0,12.0,
20180414,청계천로,0.024,0.032,0.3,0.005,25.0,17.0,
20180414,한강대로,0.032,0.026,0.4,0.004,24.0,13.0,
20180414,홍릉로,0.032,0.028,0.6,0.003,29.0,16.0,
20180414,화랑로,0.033,0.021,0.5,0.004,25.0,14.0,
20180415,강남구,0.018,0.023,0.4,0.005,69.0,19.0,
20180415,강남대로,0.039,0.022,0.6,0.004,85.0,26.0,
20180415,강동구,0.018,0.032,0.5,0.004,96.0,26.0,
20180415,강변북로,0.029,0.015,0.5,0.003,86.0,24.0,
20180415,강북구,0.011,0.038,0.4,0.002,75.0,16.0,
20180415,강서구,0.018,0.035,0.4,0.003,63.0,18.0,
20180415,공항대로,0.024,0.026,0.4,0.005,68.0,18.0,
20180415,관악구,0.023,0.035,0.4,0.003,80.0,28.0,
20180415,광진구,0.014,0.033,0.4,0.003,79.0,20.0,
20180415,구로구,0.017,0.034,0.3,0.004,84.0,23.0,
20180415,금천구,0.021,0.031,0.4,0.003,64.0,20.0,
20180415,노원구,0.014,0.038,0.4,0.004,75.0,18.0,
20180415,도봉구,,,,,91.0,25.0,
20180415,도산대로,0.018,0.025,0.4,0.005,86.0,24.0,
20180415,동대문구,0.02,0.022,0.4,0.005,67.0,18.0,
20180415,동작구,0.018,0.032,0.4,0.003,66.0,20.0,
20180415,동작대로,0.032,0.027,0.5,0.005,84.0,23.0,
20180415,마포구,0.014,0.033,0.4,0.003,80.0,24.0,
20180415,서대문구,0.017,0.034,0.8,0.003,72.0,23.0,
20180415,서초구,0.016,0.035,0.4,0.003,99.0,25.0,
20180415,성동구,0.018,0.025,0.4,0.004,88.0,25.0,
20180415,성북구,0.017,0.03,0.7,0.004,81.0,19.0,
20180415,송파구,0.015,0.034,0.4,0.005,96.0,22.0,
20180415,신촌로,0.037,0.017,0.8,0.004,86.0,22.0,
20180415,양천구,0.021,0.03,0.4,0.003,59.0,20.0,
20180415,영등포구,0.018,0.025,0.6,0.004,82.0,27.0,
20180415,영등포로,0.035,0.022,0.4,0.005,87.0,27.0,
20180415,용산구,0.021,0.03,0.4,0.002,67.0,20.0,
20180415,은평구,0.015,0.033,0.5,0.003,71.0,26.0,
20180415,정릉로,0.035,0.027,0.6,0.003,83.0,24.0,
20180415,종로,0.02,0.036,0.4,0.002,58.0,15.0,
20180415,종로구,0.017,0.037,0.5,0.005,61.0,17.0,
20180415,중구,0.016,0.036,0.4,0.002,57.0,18.0,
20180415,중랑구,0.018,0.03,0.5,0.005,67.0,19.0,
20180415,천호대로,0.023,0.026,0.3,0.003,76.0,20.0,
20180415,청계천로,0.019,0.034,0.3,0.005,76.0,28.0,
20180415,한강대로,0.028,0.028,0.5,0.004,84.0,25.0,
20180415,홍릉로,0.026,0.03,0.6,0.003,85.0,28.0,
20180415,화랑로,0.026,0.024,0.5,0.004,84.0,23.0,
20180416,강남구,0.033,0.019,0.4,0.005,34.0,20.0,
20180416,강남대로,0.061,0.013,0.6,0.005,49.0,24.0,
20180416,강동구,0.032,0.023,0.5,0.004,45.0,26.0,
20180416,강변북로,0.04,0.011,0.6,0.003,48.0,23.0,
20180416,강북구,0.019,0.036,0.4,0.002,31.0,16.0,
20180416,강서구,0.031,0.032,0.4,0.003,37.0,22.0,
20180416,공항대로,0.049,0.018,0.5,0.005,49.0,25.0,
20180416,관악구,0.035,0.032,0.5,0.003,42.0,26.0,
20180416,광진구,0.027,0.026,0.4,0.004,40.0,20.0,
20180416,구로구,0.027,0.033,0.3,0.004,44.0,26.0,
20180416,금천구,0.035,0.025,0.5,0.003,38.0,23.0,
20180416,노원구,0.029,0.025,0.5,0.005,35.0,20.0,
20180416,도봉구,,,,,38.0,25.0,
20180416,도산대로,0.03,0.019,0.6,0.005,46.0,24.0,
20180416,동대문구,0.04,0.021,0.5,0.005,33.0,21.0,
20180416,동작구,0.031,0.027,0.4,0.003,38.0,22.0,
20180416,동작대로,0.051,0.021,0.6,0.005,46.0,23.0,
20180416,마포구,0.025,0.031,0.4,0.003,41.0,23.0,
20180416,서대문구,0.024,0.035,0.8,0.003,36.0,22.0,
20180416,서초구,0.029,0.03,0.4,0.003,49.0,26.0,
20180416,성동구,0.029,0.021,0.5,0.004,45.0,27.0,
20180416,성북구,0.034,0.024,0.8,0.004,40.0,23.0,
20180416,송파구,0.026,0.025,0.5,0.005,43.0,24.0,
20180416,신촌로,0.052,0.017,0.7,0.004,50.0,25.0,
20180416,양천구,0.034,0.029,0.5,0.003,34.0,23.0,
20180416,영등포구,0.03,0.025,0.6,0.004,43.0,25.0,
20180416,영등포로,0.048,0.022,0.5,0.006,47.0,29.0,
20180416,용산구,0.029,0.028,0.4,0.003,32.0,21.0,
20180416,은평구,0.021,0.035,0.4,0.003,35.0,24.0,
20180416,정릉로,0.057,0.018,0.7,0.003,42.0,23.0,
20180416,종로,0.035,0.032,0.5,0.003,30.0,15.0,
20180416,종로구,0.028,0.034,0.6,0.005,33.0,20.0,
20180416,중구,0.028,0.034,0.5,0.002,31.0,19.0,
20180416,중랑구,0.025,0.027,0.5,0.005,31.0,18.0,
20180416,천호대로,0.042,0.015,0.3,0.003,43.0,22.0,
20180416,청계천로,0.037,0.028,0.5,0.005,40.0,27.0,
20180416,한강대로,0.039,0.025,0.5,0.004,44.0,23.0,
20180416,홍릉로,0.043,0.024,0.6,0.003,44.0,27.0,
20180416,화랑로,0.036,0.018,0.6,0.004,43.0,25.0,
20180417,강남구,0.048,0.018,0.5,0.005,56.0,28.0,
20180417,강남대로,0.071,0.012,0.7,0.005,72.0,34.0,
20180417,강동구,0.042,0.026,0.5,0.004,73.0,33.0,
20180417,강변북로,0.051,0.011,0.7,0.004,71.0,35.0,
20180417,강북구,0.022,0.04,0.4,0.003,54.0,25.0,
20180417,강서구,0.045,0.032,0.5,0.004,55.0,30.0,
20180417,공항대로,0.057,0.02,0.6,0.006,72.0,35.0,
20180417,관악구,0.051,0.03,0.6,0.004,66.0,36.0,
20180417,광진구,0.038,0.029,0.5,0.004,62.0,27.0,
20180417,구로구,0.041,0.03,0.4,0.006,73.0,38.0,
20180417,금천구,0.046,0.026,0.5,0.004,56.0,28.0,
20180417,노원구,0.034,0.028,0.5,0.006,56.0,27.0,
20180417,도봉구,,,,,61.0,31.0,
20180417,도산대로,0.043,0.017,0.7,0.005,69.0,33.0,
20180417,동대문구,0.058,0.021,0.6,0.006,53.0,29.0,
20180417,동작구,0.042,0.028,0.5,0.004,59.0,30.0,
20180417,동작대로,0.065,0.02,0.7,0.006,70.0,31.0,
20180417,마포구,0.038,0.029,0.5,0.004,61.0,29.0,
20180417,서대문구,0.037,0.032,0.8,0.003,55.0,30.0,
20180417,서초구,0.045,0.028,0.5,0.004,75.0,32.0,
20180417,성동구,0.041,0.02,0.5,0.005,69.0,37.0,
20180417,성북구,0.041,0.026,0.7,0.005,64.0,27.0,
20180417,송파구,0.036,0.026,0.6,0.005,77.0,32.0,
20180417,신촌로,0.067,0.013,0.9,0.005,75.0,30.0,
20180417,양천구,0.049,0.028,0.5,0.004,51.0,31.0,
20180417,영등포구,0.042,0.021,0.7,0.005,66.0,37.0,
20180417,영등포로,0.069,0.016,0.6,0.006,73.0,37.0,
20180417,용산구,0.048,0.022,0.6,0.003,51.0,31.0,
20180417,은평구,0.03,0.035,0.5,0.004,57.0,30.0,
20180417,정릉로,0.074,0.021,0.7,0.004,66.0,31.0,
20180417,종로,0.047,0.03,0.6,0.004,47.0,23.0,
20180417,종로구,0.045,0.03,0.7,0.006,50.0,25.0,
20180417,중구,0.041,0.033,0.6,0.003,47.0,25.0,
20180417,중랑구,0.034,0.03,0.6,0.006,54.0,26.0,
20180417,천호대로,0.051,0.019,0.4,0.004,64.0,28.0,
20180417,청계천로,0.051,0.026,0.6,0.006,66.0,37.0,
20180417,한강대로,0.056,0.022,0.6,0.004,67.0,35.0,
20180417,홍릉로,0.057,0.022,0.7,0.004,69.0,38.0,
20180417,화랑로,0.044,0.019,0.5,0.004,67.0,30.0,
20180418,강남구,0.05,0.022,0.5,0.006,63.0,34.0,
20180418,강남대로,0.073,0.013,0.7,0.005,82.0,38.0,
20180418,강동구,0.054,0.024,0.6,0.005,100.0,45.0,
20180418,강변북로,0.057,0.013,0.7,0.004,81.0,43.0,
20180418,강북구,0.02,0.048,0.4,0.003,67.0,27.0,
20180418,강서구,0.045,0.036,0.5,0.004,59.0,31.0,
20180418,공항대로,0.059,0.02,0.5,0.006,73.0,33.0,
20180418,관악구,0.057,0.029,0.5,0.005,76.0,41.0,
20180418,광진구,0.047,0.029,0.5,0.005,77.0,31.0,
20180418,구로구,0.048,0.029,0.4,0.007,76.0,42.0,
20180418,금천구,0.049,0.029,0.5,0.005,63.0,34.0,
20180418,노원구,0.034,0.032,0.5,0.005,66.0,28.0,
20180418,도봉구,0.023,0.057,0.4,0.001,74.0,30.0,
20180418,도산대로,0.044,0.023,0.5,0.004,77.0,42.0,
20180418,동대문구,0.048,0.029,0.5,0.006,62.0,32.0,
20180418,동작구,0.043,0.032,0.5,0.005,64.0,35.0,
20180418,동작대로,0.069,0.021,0.7,0.007,77.0,37.0,
20180418,마포구,0.038,0.032,0.4,0.004,75.0,32.0,
20180418,서대문구,0.032,0.042,0.5,0.003,71.0,32.0,
20180418,서초구,0.049,0.029,0.5,0.005,81.0,37.0,
20180418,성동구,0.048,0.023,0.5,0.005,78.0,39.0,
20180418,성북구,0.04,0.031,0.7,0.004,78.0,27.0,
20180418,송파구,0.048,0.014,0.7,0.005,72.0,36.0,
20180418,신촌로,0.071,0.015,0.9,0.005,84.0,29.0,
20180418,양천구,0.053,0.029,0.5,0.005,56.0,36.0,
20180418,영등포구,0.048,0.016,0.7,0.005,75.0,42.0,
20180418,영등포로,0.075,0.017,0.6,0.007,82.0,44.0,
20180418,용산구,0.047,0.031,0.5,0.004,61.0,36.0,
20180418,은평구,0.024,0.045,0.4,0.003,63.0,31.0,
20180418,정릉로,0.077,0.023,0.7,0.003,81.0,36.0,
20180418,종로,0.044,0.039,0.5,0.004,56.0,23.0,
20180418,종로구,0.041,0.04,0.6,0.006,57.0,27.0,
20180418,중구,0.038,0.041,0.5,0.003,54.0,27.0,
20180418,중랑구,0.042,0.029,0.6,0.006,67.0,29.0,
20180418,천호대로,0.061,0.02,0.4,0.005,73.0,34.0,
20180418,청계천로,0.049,0.034,0.5,0.006,76.0,39.0,
20180418,한강대로,0.054,0.029,0.5,0.004,79.0,37.0,
20180418,홍릉로,0.055,0.03,0.7,0.004,83.0,45.0,
20180418,화랑로,0.047,0.024,0.5,0.004,79.0,32.0,
20180419,강남구,0.071,0.007,0.6,0.007,81.0,37.0,
20180419,강남대로,0.067,0.01,0.8,0.006,93.0,42.0,
20180419,강동구,0.063,0.012,0.7,0.006,117.0,54.0,
20180419,강변북로,0.058,0.007,0.8,0.006,96.0,47.0,
20180419,강북구,0.031,0.029,0.6,0.004,82.0,35.0,
20180419,강서구,0.058,0.021,0.5,0.008,63.0,37.0,
20180419,공항대로,0.063,0.012,0.6,0.007,88.0,40.0,
20180419,관악구,0.061,0.021,0.6,0.008,79.0,43.0,
20180419,광진구,0.058,0.016,0.6,0.005,94.0,37.0,
20180419,구로구,0.05,0.021,0.4,0.011,74.0,40.0,
20180419,금천구,0.055,0.019,0.6,0.006,66.0,35.0,
20180419,노원구,0.048,0.017,0.7,0.007,84.0,37.0,
20180419,도봉구,0.038,0.026,0.6,0.002,99.0,39.0,
20180419,도산대로,0.054,0.011,0.7,0.006,88.0,42.0,
20180419,동대문구,0.074,0.015,0.6,0.009,75.0,38.0,
20180419,동작구,0.051,0.022,0.6,0.006,75.0,39.0,
20180419,동작대로,0.071,0.016,0.8,0.008,94.0,40.0,
20180419,마포구,0.047,0.02,0.5,0.008,78.0,36.0,
20180419,서대문구,0.056,0.017,0.6,0.005,82.0,42.0,
20180419,서초구,0.057,0.018,0.6,0.006,103.0,41.0,
20180419,성동구,0.054,0.013,0.6,0.007,88.0,41.0,
20180419,성북구,0.055,0.013,0.9,0.006,102.0,37.0,
20180419,송파구,0.04,0.04,0.5,0.008,57.0,25.0,
20180419,신촌로,0.07,0.01,0.9,0.008,92.0,35.0,
20180419,양천구,0.059,0.018,0.5,0.008,59.0,41.0,
20180419,영등포구,0.047,0.039,0.6,0.008,75.0,45.0,
20180419,영등포로,0.073,0.012,0.6,0.01,81.0,45.0,
20180419,용산구,0.055,0.018,0.6,0.006,65.0,38.0,
20180419,은평구,0.041,0.023,0.6,0.006,75.0,40.0,
20180419,정릉로,0.087,0.011,0.9,0.006,103.0,49.0,
20180419,종로,0.06,0.018,0.6,0.005,65.0,30.0,
20180419,종로구,0.06,0.018,0.7,0.008,70.0,32.0,
20180419,중구,0.062,0.016,0.6,0.006,63.0,34.0,
20180419,중랑구,0.054,0.017,0.7,0.007,80.0,35.0,
20180419,천호대로,0.07,0.009,0.5,0.006,91.0,42.0,
20180419,청계천로,0.066,0.015,0.6,0.008,89.0,46.0,
20180419,한강대로,0.069,0.015,0.6,0.006,87.0,43.0,
20180419,홍릉로,0.071,0.013,0.8,0.006,96.0,52.0,
20180419,화랑로,0.053,0.011,0.6,0.005,97.0,39.0,
20180421,강남구,0.056,0.019,0.6,0.006,70.0,41.0,
20180421,강남대로,0.067,0.015,0.8,0.006,75.0,40.0,
20180421,강동구,0.056,0.025,0.6,0.005,91.0,55.0,
20180421,강변북로,0.06,0.011,0.8,0.004,85.0,52.0,
20180421,강북구,0.031,0.036,0.5,0.004,66.0,35.0,
20180421,강서구,0.057,0.03,0.6,0.006,70.0,38.0,
20180421,공항대로,0.067,0.017,0.6,0.008,87.0,45.0,
20180421,관악구,0.053,0.028,0.6,0.005,72.0,45.0,
20180421,광진구,0.054,0.026,0.5,0.005,84.0,39.0,
20180421,구로구,0.047,0.034,0.4,0.005,79.0,44.0,
20180421,금천구,0.049,0.031,0.6,0.006,61.0,33.0,
20180421,노원구,0.049,0.025,0.7,0.007,68.0,37.0,
20180421,도봉구,0.036,0.034,0.5,0.002,76.0,43.0,
20180421,도산대로,0.052,0.018,0.9,0.005,84.0,49.0,
20180421,동대문구,0.066,0.025,0.7,0.009,69.0,42.0,
20180421,동작구,0.045,0.029,0.7,0.006,63.0,37.0,
20180421,동작대로,0.072,0.018,0.8,0.006,76.0,41.0,
20180421,마포구,0.05,0.026,0.7,0.006,81.0,39.0,
20180421,서대문구,0.052,0.03,0.6,0.004,77.0,43.0,
20180421,서초구,0.053,0.028,0.6,0.004,85.0,46.0,
20180421,성동구,0.051,0.019,0.7,0.006,94.0,52.0,
20180421,성북구,0.05,0.024,0.7,0.004,75.0,36.0,
20180421,송파구,0.049,0.027,0.7,0.006,81.0,43.0,
20180421,신촌로,0.079,0.011,1.1,0.007,92.0,41.0,
20180421,양천구,0.058,0.027,0.6,0.006,62.0,39.0,
20180421,영등포구,0.049,0.022,0.7,0.005,84.0,49.0,
20180421,영등포로,0.079,0.015,0.7,0.008,96.0,53.0,
20180421,용산구,0.059,0.025,0.7,0.006,67.0,44.0,
20180421,은평구,0.034,0.039,0.6,0.005,63.0,39.0,
20180421,정릉로,0.078,0.02,0.8,0.005,81.0,48.0,
20180421,종로,0.057,0.028,0.7,0.005,56.0,30.0,
20180421,종로구,0.058,0.029,0.8,0.008,66.0,36.0,
20180421,중구,0.058,0.029,0.7,0.005,63.0,37.0,
20180421,중랑구,0.049,0.027,0.7,0.008,66.0,38.0,
20180421,천호대로,0.066,0.018,0.7,0.006,78.0,45.0,
20180421,청계천로,0.063,0.025,0.6,0.008,83.0,51.0,
20180421,한강대로,0.076,0.018,0.7,0.006,87.0,48.0,
20180421,홍릉로,0.07,0.023,0.8,0.006,89.0,58.0,
20180421,화랑로,0.054,0.019,0.6,0.005,79.0,46.0,
20180422,강남구,0.031,0.018,0.4,0.005,33.0,18.0,
20180422,강남대로,0.048,0.013,0.5,0.004,43.0,21.0,
20180422,강동구,0.024,0.031,0.4,0.004,48.0,28.0,
20180422,강변북로,0.02,0.025,0.4,0.003,39.0,20.0,
20180422,강북구,0.021,0.028,0.4,0.003,35.0,18.0,
20180422,강서구,0.038,0.022,0.5,0.003,37.0,20.0,
20180422,공항대로,0.045,0.012,0.5,0.006,51.0,24.0,
20180422,관악구,0.036,0.023,0.5,0.003,39.0,23.0,
20180422,광진구,0.025,0.028,0.3,0.004,40.0,18.0,
20180422,구로구,0.031,0.03,0.3,0.003,48.0,25.0,
20180422,금천구,0.03,0.025,0.4,0.004,38.0,18.0,
20180422,노원구,0.028,0.025,0.5,0.005,39.0,21.0,
20180422,도봉구,0.026,0.025,0.4,0.001,41.0,28.0,
20180422,도산대로,0.028,0.021,0.5,0.003,43.0,21.0,
20180422,동대문구,0.039,0.018,0.4,0.006,33.0,20.0,
20180422,동작구,0.032,0.022,0.5,0.004,37.0,18.0,
20180422,동작대로,0.05,0.016,0.5,0.004,43.0,20.0,
20180422,마포구,0.028,0.028,0.4,0.004,38.0,17.0,
20180422,서대문구,0.017,0.038,0.4,0.003,34.0,19.0,
20180422,서초구,0.03,0.029,0.4,0.003,48.0,25.0,
20180422,성동구,0.023,0.024,0.5,0.005,44.0,27.0,
20180422,성북구,0.031,0.021,0.5,0.002,46.0,25.0,
20180422,송파구,0.024,0.027,0.5,0.005,44.0,24.0,
20180422,신촌로,0.039,0.017,0.7,0.003,49.0,21.0,
20180422,양천구,0.039,0.021,0.5,0.004,34.0,20.0,
20180422,영등포구,0.032,0.02,0.6,0.003,39.0,23.0,
20180422,영등포로,0.048,0.017,0.5,0.006,52.0,28.0,
20180422,용산구,0.029,0.029,0.4,0.003,31.0,20.0,
20180422,은평구,0.016,0.034,0.4,0.003,33.0,22.0,
20180422,정릉로,0.06,0.019,0.6,0.003,41.0,25.0,
20180422,종로,0.044,0.021,0.5,0.003,32.0,15.0,
20180422,종로구,0.033,0.029,0.5,0.006,33.0,18.0,
20180422,중구,0.037,0.023,0.5,0.003,33.0,18.0,
20180422,중랑구,0.023,0.029,0.4,0.006,31.0,17.0,
20180422,천호대로,0.036,0.019,0.5,0.004,42.0,21.0,
20180422,청계천로,0.036,0.019,0.4,0.007,41.0,24.0,
20180422,한강대로,0.042,0.02,0.4,0.004,44.0,23.0,
20180422,홍릉로,0.041,0.023,0.6,0.004,43.0,27.0,
20180422,화랑로,0.041,0.015,0.5,0.003,46.0,26.0,
20180423,강남구,0.022,0.023,0.3,0.004,7.0,7.0,
20180423,강남대로,0.045,0.021,0.5,0.003,10.0,11.0,
20180423,강동구,0.012,0.044,0.3,0.003,10.0,8.0,
20180423,강변북로,0.005,0.032,0.2,0.002,8.0,6.0,
20180423,강북구,0.014,0.044,0.3,0.002,7.0,5.0,
20180423,강서구,0.018,0.044,0.3,0.002,7.0,6.0,
20180423,공항대로,0.03,0.03,0.3,0.004,9.0,7.0,
20180423,관악구,0.021,0.036,0.3,0.002,11.0,9.0,
20180423,광진구,0.011,0.041,0.2,0.003,8.0,6.0,
20180423,구로구,0.014,0.047,0.2,0.001,11.0,8.0,
20180423,금천구,0.019,0.041,0.3,0.002,12.0,7.0,
20180423,노원구,0.011,0.044,0.3,0.004,11.0,7.0,
20180423,도봉구,0.012,0.045,0.3,0.001,8.0,8.0,
20180423,도산대로,0.021,0.027,0.4,0.002,13.0,16.0,
20180423,동대문구,0.023,0.024,0.4,0.005,6.0,6.0,
20180423,동작구,0.022,0.033,0.4,0.002,12.0,6.0,
20180423,동작대로,0.042,0.025,0.4,0.003,11.0,7.0,
20180423,마포구,0.013,0.043,0.3,0.003,9.0,6.0,
20180423,서대문구,0.008,0.049,0.4,0.002,8.0,7.0,
20180423,서초구,0.014,0.045,0.3,0.002,9.0,7.0,
20180423,성동구,0.012,0.036,0.4,0.004,10.0,8.0,
20180423,성북구,0.02,0.033,0.5,0.001,10.0,6.0,
20180423,송파구,0.015,0.039,0.4,0.003,10.0,7.0,
20180423,신촌로,0.022,0.028,0.4,0.002,12.0,6.0,
20180423,양천구,0.022,0.036,0.4,0.002,8.0,5.0,
20180423,영등포구,0.016,0.034,0.5,0.003,9.0,7.0,
20180423,영등포로,0.026,0.034,0.3,0.005,13.0,9.0,
20180423,용산구,0.011,0.047,0.3,0.002,5.0,5.0,
20180423,은평구,0.008,0.051,0.4,0.002,9.0,9.0,
20180423,정릉로,0.042,0.03,0.5,0.003,10.0,11.0,
20180423,종로,0.031,0.039,0.4,0.002,7.0,4.0,
20180423,종로구,0.016,0.045,0.4,0.005,9.0,6.0,
20180423,중구,0.024,0.037,0.4,0.002,9.0,7.0,
20180423,중랑구,0.012,0.041,0.4,0.006,6.0,4.0,
20180423,천호대로,0.032,0.025,0.4,0.003,12.0,7.0,
20180423,청계천로,0.022,0.039,0.3,0.005,12.0,9.0,
20180423,한강대로,0.034,0.029,0.4,0.003,13.0,10.0,
20180423,홍릉로,0.031,0.035,0.4,0.003,15.0,11.0,
20180423,화랑로,0.039,0.023,0.4,0.003,11.0,10.0,
20180424,강남구,0.019,0.025,0.3,0.004,6.0,3.0,
20180424,강남대로,0.033,0.024,0.4,0.003,14.0,6.0,
20180424,강동구,0.012,0.043,0.3,0.003,10.0,6.0,
20180424,강변북로,0.01,0.024,0.2,0.002,9.0,5.0,
20180424,강북구,0.011,0.04,0.3,0.002,7.0,3.0,
20180424,강서구,0.024,0.034,0.3,0.002,7.0,4.0,
20180424,공항대로,0.041,0.019,0.4,0.005,20.0,7.0,
20180424,관악구,0.024,0.034,0.3,0.002,10.0,5.0,
20180424,광진구,0.013,0.038,0.2,0.003,7.0,4.0,
20180424,구로구,0.02,0.038,0.2,0.001,8.0,3.0,
20180424,금천구,0.017,0.041,0.3,0.002,9.0,5.0,
20180424,노원구,0.017,0.032,0.3,0.004,12.0,5.0,
20180424,도봉구,0.015,0.036,0.3,0.001,11.0,6.0,
20180424,도산대로,0.02,0.028,0.4,0.002,13.0,8.0,
20180424,동대문구,0.028,0.023,0.4,0.005,6.0,4.0,
20180424,동작구,0.017,0.036,0.3,0.002,10.0,3.0,
20180424,동작대로,0.041,0.026,0.4,0.004,15.0,4.0,
20180424,마포구,0.016,0.037,0.2,0.003,11.0,3.0,
20180424,서대문구,0.01,0.045,0.3,0.002,8.0,4.0,
20180424,서초구,0.015,0.044,0.2,0.002,10.0,5.0,
20180424,성동구,0.016,0.031,0.4,0.004,5.0,4.0,
20180424,성북구,0.021,0.029,0.5,0.001,12.0,8.0,
20180424,송파구,0.011,0.043,0.3,0.003,11.0,6.0,
20180424,신촌로,0.031,0.022,0.6,0.004,15.0,9.0,
20180424,양천구,0.026,0.031,0.3,0.002,7.0,3.0,
20180424,영등포구,0.021,0.03,0.5,0.004,11.0,6.0,
20180424,영등포로,0.033,0.028,0.3,0.005,12.0,7.0,
20180424,용산구,0.016,0.039,0.3,0.002,5.0,3.0,
20180424,은평구,0.014,0.039,0.3,0.002,7.0,6.0,
20180424,정릉로,0.042,0.027,0.5,0.003,14.0,8.0,
20180424,종로,0.037,0.027,0.5,0.003,9.0,4.0,
20180424,종로구,0.019,0.04,0.4,0.005,7.0,4.0,
20180424,중구,0.023,0.035,0.4,0.002,8.0,5.0,
20180424,중랑구,0.016,0.036,0.4,0.006,6.0,3.0,
20180424,천호대로,0.027,0.029,0.4,0.003,13.0,6.0,
20180424,청계천로,0.029,0.035,0.4,0.005,13.0,9.0,
20180424,한강대로,0.033,0.027,0.4,0.003,17.0,8.0,
20180424,홍릉로,0.034,0.03,0.4,0.003,15.0,9.0,
20180424,화랑로,0.041,0.019,0.4,0.003,17.0,10.0,
20180425,강남구,0.042,0.017,0.4,0.004,31.0,24.0,
20180425,강남대로,0.055,0.012,0.7,0.004,46.0,28.0,
20180425,강동구,0.034,0.029,0.4,0.004,39.0,32.0,
20180425,강변북로,0.05,0.009,0.5,0.003,42.0,28.0,
20180425,강북구,0.016,0.04,0.4,0.002,28.0,18.0,
20180425,강서구,0.038,0.028,0.4,0.003,33.0,22.0,
20180425,공항대로,0.057,0.015,0.5,0.006,45.0,25.0,
20180425,관악구,0.049,0.021,0.6,0.003,38.0,30.0,
20180425,광진구,0.035,0.025,0.4,0.003,37.0,22.0,
20180425,구로구,0.039,0.027,0.4,0.003,39.0,21.0,
20180425,금천구,0.043,0.024,0.5,0.003,35.0,24.0,
20180425,노원구,0.03,0.026,0.5,0.005,35.0,22.0,
20180425,도봉구,0.022,0.034,0.4,0.001,36.0,29.0,
20180425,도산대로,0.039,0.016,0.6,0.003,41.0,28.0,
20180425,동대문구,0.047,0.021,0.5,0.005,31.0,25.0,
20180425,동작구,0.039,0.023,0.5,0.004,36.0,24.0,
20180425,동작대로,0.063,0.015,0.7,0.005,45.0,25.0,
20180425,마포구,0.036,0.022,0.5,0.003,39.0,23.0,
20180425,서대문구,0.031,0.03,0.5,0.002,33.0,23.0,
20180425,서초구,0.042,0.025,0.5,0.003,36.0,22.0,
20180425,성동구,,,0.7,,,,
20180425,성북구,0.03,0.028,0.6,0.002,39.0,26.0,
20180425,송파구,0.032,0.025,0.5,0.004,41.0,28.0,
20180425,신촌로,0.061,0.009,1.0,0.005,54.0,29.0,
20180425,양천구,0.043,0.025,0.5,0.003,30.0,22.0,
20180425,영등포구,0.039,0.02,0.6,0.005,41.0,26.0,
20180425,영등포로,0.064,0.013,0.6,0.006,45.0,30.0,
20180425,용산구,0.042,0.022,0.5,0.003,32.0,25.0,
20180425,은평구,0.026,0.029,0.5,0.003,32.0,23.0,
20180425,정릉로,0.068,0.019,0.6,0.003,41.0,29.0,
20180425,종로,0.043,0.026,0.5,0.003,28.0,18.0,
20180425,종로구,0.038,0.029,0.6,0.006,30.0,22.0,
20180425,중구,0.037,0.029,0.5,0.003,29.0,21.0,
20180425,중랑구,0.029,0.031,0.5,0.005,28.0,22.0,
20180425,천호대로,0.05,0.016,0.5,0.003,41.0,24.0,
20180425,청계천로,0.05,0.025,0.6,0.006,39.0,31.0,
20180425,한강대로,0.054,0.018,0.6,0.004,45.0,28.0,
20180425,홍릉로,0.052,0.022,0.6,0.004,44.0,33.0,
20180425,화랑로,0.043,0.018,0.5,0.003,41.0,27.0,
20180426,강남구,0.042,0.021,0.5,0.005,39.0,28.0,
20180426,강남대로,0.055,0.018,0.7,0.005,50.0,32.0,
20180426,강동구,0.042,0.03,0.6,0.004,60.0,40.0,
20180426,강변북로,0.053,0.013,0.6,0.004,55.0,38.0,
20180426,강북구,0.027,0.04,0.5,0.003,40.0,25.0,
20180426,강서구,0.038,0.038,0.5,0.006,46.0,31.0,
20180426,공항대로,0.055,0.022,0.5,0.007,56.0,38.0,
20180426,관악구,0.039,0.035,0.5,0.004,44.0,33.0,
