start_datetime,event,value,end_datetime
2022-07-10 13:25:51,Start,15.69,2022-07-10 13:32:59
2022-07-12 16:23:52,Run,65.0,2022-07-12 16:26:30
2022-07-12 22:08:46,Measure,98.54,2022-07-12 22:15:02
2022-07-13 08:12:45,Stop,42.47,2022-07-13 08:15:47
2022-07-14 12:48:45,Stop,77.76,2022-07-14 12:55:04
2022-07-15 08:43:26,Stop,55.0,2022-07-15 08:52:40
2022-07-18 04:30:49,Alert,21.5,2022-07-18 04:39:25
2022-07-18 08:30:29,Stop,62.4,2022-07-18 08:40:10
2022-07-20 00:02:16,Idle,36.99,2022-07-20 00:11:55
2022-07-20 01:19:29,Start,13.1,2022-07-20 01:25:43
2022-07-20 21:02:32,Alert,67.14,2022-07-20 21:11:30
2022-07-24 00:57:43,Run,87.3,2022-07-24 00:59:02
2022-07-26 03:34:16,Stop,41.03,2022-07-26 03:37:25
2022-07-27 04:31:57,Start,45.13,2022-07-27 04:37:49
2022-07-29 08:59:06,Measure,90.19,2022-07-29 09:02:17
2022-07-31 07:47:45,Stop,83.22,2022-07-31 07:54:40
2022-07-31 17:26:30,Start,74.35,2022-07-31 17:28:23
2022-08-01 18:14:23,Idle,32.39,2022-08-01 18:21:49
2022-08-02 03:32:38,Measure,91.92,2022-08-02 03:38:02
2022-08-02 11:19:53,Idle,23.9,2022-08-02 11:24:27
2022-08-02 16:11:00,Run,66.41,2022-08-02 16:19:39
2022-08-03 09:45:12,Start,12.59,2022-08-03 09:53:49
2022-08-04 18:33:54,Idle,67.93,2022-08-04 18:35:36
2022-08-07 09:39:43,Run,34.94,2022-08-07 09:45:20
2022-08-07 10:37:42,Start,50.47,2022-08-07 10:40:51
2022-08-10 05:22:44,Start,41.07,2022-08-10 05:29:33
2022-08-10 18:51:08,Idle,25.55,2022-08-10 18:53:53
2022-08-10 19:27:11,Start,65.98,2022-08-10 19:28:11
2022-08-12 11:37:33,Stop,89.38,2022-08-12 11:45:44
2022-08-13 12:28:24,Start,96.32,2022-08-13 12:34:29
2022-08-14 06:13:16,Alert,27.31,2022-08-14 06:23:02
2022-08-15 08:56:25,Run,74.56,2022-08-15 08:58:17
2022-08-15 16:11:06,Start,69.79,2022-08-15 16:20:45
2022-08-17 20:45:41,Alert,40.9,2022-08-17 20:52:10
2022-08-17 20:46:25,Start,11.72,2022-08-17 20:52:49
2022-08-18 13:21:43,Start,72.08,2022-08-18 13:24:36
2022-08-20 22:52:43,Idle,95.09,2022-08-20 22:56:09
2022-08-21 00:15:49,Stop,66.89,2022-08-21 00:19:34
2022-08-21 15:50:43,Run,49.18,2022-08-21 15:58:01
2022-08-22 05:06:33,Stop,57.26,2022-08-22 05:09:51
2022-08-22 14:19:56,Measure,27.97,2022-08-22 14:25:54
2022-08-23 00:29:41,Idle,77.55,2022-08-23 00:35:16
2022-08-23 01:03:31,Idle,77.18,2022-08-23 01:07:28
2022-08-24 19:26:23,Stop,23.1,2022-08-24 19:33:16
2022-08-25 22:24:39,Idle,89.02,2022-08-25 22:28:12
2022-08-27 06:22:05,Stop,34.23,2022-08-27 06:26:25
2022-08-28 12:39:49,Idle,98.4,2022-08-28 12:42:43
2022-08-30 22:40:35,Start,44.46,2022-08-30 22:42:42
2022-08-30 23:24:41,Stop,26.01,2022-08-30 23:33:05
2022-09-01 19:22:43,Stop,41.65,2022-09-01 19:31:07
2022-09-04 20:24:38,Alert,49.62,2022-09-04 20:31:03
2022-09-05 16:21:06,Idle,16.24,2022-09-05 16:28:04
2022-09-05 20:03:38,Idle,62.04,2022-09-05 20:07:02
2022-09-06 13:39:32,Stop,63.79,2022-09-06 13:45:06
2022-09-07 01:46:50,Start,76.5,2022-09-07 01:56:18
2022-09-07 19:38:36,Start,12.63,2022-09-07 19:42:34
2022-09-09 01:41:15,Run,58.71,2022-09-09 01:50:11
2022-09-09 20:29:39,Start,14.76,2022-09-09 20:37:32
2022-09-11 07:27:03,Idle,73.1,2022-09-11 07:30:35
2022-09-13 23:57:58,Alert,15.02,2022-09-14 00:00:41
2022-09-14 07:21:51,Stop,92.06,2022-09-14 07:24:05
2022-09-14 10:07:57,Measure,73.19,2022-09-14 10:11:04
2022-09-14 19:18:35,Alert,55.67,2022-09-14 19:25:19
2022-09-15 15:11:37,Measure,49.74,2022-09-15 15:21:27
2022-09-16 00:05:05,Alert,21.76,2022-09-16 00:08:43
2022-09-16 09:05:26,Start,36.19,2022-09-16 09:15:23
2022-09-16 17:30:08,Idle,88.21,2022-09-16 17:38:13
2022-09-17 02:07:43,Measure,91.4,2022-09-17 02:09:05
2022-09-18 08:59:33,Alert,10.07,2022-09-18 09:01:19
2022-09-23 05:45:43,Idle,63.47,2022-09-23 05:55:27
2022-09-23 09:14:20,Measure,74.74,2022-09-23 09:17:43
2022-09-24 21:17:08,Stop,65.69,2022-09-24 21:25:06
2022-09-25 10:58:12,Alert,17.35,2022-09-25 11:00:36
2022-09-26 17:25:52,Stop,29.6,2022-09-26 17:33:47
2022-09-27 00:07:28,Start,32.53,2022-09-27 00:16:29
2022-09-27 17:59:22,Stop,84.86,2022-09-27 18:07:57
2022-09-28 13:55:12,Stop,51.69,2022-09-28 14:01:08
2022-09-28 22:12:19,Run,53.81,2022-09-28 22:15:10
2022-09-30 22:29:59,Alert,94.14,2022-09-30 22:34:48
2022-10-01 20:00:11,Start,67.34,2022-10-01 20:02:46
2022-10-01 20:46:37,Stop,90.88,2022-10-01 20:53:54
2022-10-02 03:45:50,Idle,51.09,2022-10-02 03:49:25
2022-10-02 14:40:58,Measure,23.45,2022-10-02 14:48:58
2022-10-02 19:47:53,Stop,93.69,2022-10-02 19:50:37
2022-10-02 20:08:39,Start,51.28,2022-10-02 20:15:08
2022-10-04 02:18:22,Stop,26.35,2022-10-04 02:26:40
2022-10-05 09:52:01,Measure,37.22,2022-10-05 09:55:12
2022-10-06 23:05:39,Start,14.57,2022-10-06 23:13:00
2022-10-09 05:44:27,Alert,52.15,2022-10-09 05:47:44
2022-10-10 14:10:53,Start,86.78,2022-10-10 14:16:22
2022-10-10 17:15:23,Alert,94.02,2022-10-10 17:22:58
2022-10-12 12:44:38,Start,93.93,2022-10-12 12:53:21
2022-10-12 13:36:04,Measure,21.27,2022-10-12 13:44:33
2022-10-13 10:28:53,Measure,44.38,2022-10-13 10:35:23
2022-10-17 20:16:16,Start,12.54,2022-10-17 20:21:28
2022-10-19 04:25:55,Stop,86.96,2022-10-19 04:31:39
2022-10-21 22:14:32,Measure,42.29,2022-10-21 22:20:05
2022-10-22 02:48:13,Alert,66.8,2022-10-22 02:49:32
2022-10-22 12:48:58,Alert,74.34,2022-10-22 12:53:56
2022-10-23 05:10:52,Idle,48.69,2022-10-23 05:16:21
2022-10-23 08:46:02,Run,37.58,2022-10-23 08:53:59
2022-10-23 12:25:08,Run,96.6,2022-10-23 12:31:17
2022-10-24 07:54:57,Run,96.8,2022-10-24 07:56:27
2022-10-25 02:18:12,Alert,36.05,2022-10-25 02:20:55
2022-10-25 12:04:03,Idle,53.17,2022-10-25 12:08:08
2022-10-25 21:38:02,Run,97.56,2022-10-25 21:41:09
2022-10-26 05:15:40,Run,10.44,2022-10-26 05:20:09
2022-10-27 18:44:35,Start,47.14,2022-10-27 18:52:28
2022-10-28 14:34:01,Start,19.04,2022-10-28 14:39:41
2022-11-01 03:30:40,Start,55.82,2022-11-01 03:35:52
2022-11-03 15:23:40,Stop,12.22,2022-11-03 15:24:58
2022-11-04 03:47:46,Run,46.62,2022-11-04 03:51:01
2022-11-05 02:52:28,Stop,29.86,2022-11-05 02:57:10
2022-11-05 23:20:00,Idle,58.0,2022-11-05 23:21:02
2022-11-06 15:22:21,Alert,99.64,2022-11-06 15:27:16
2022-11-06 19:04:42,Run,82.05,2022-11-06 19:13:26
2022-11-07 01:22:26,Alert,86.11,2022-11-07 01:27:13
2022-11-10 05:37:47,Start,67.17,2022-11-10 05:47:05
2022-11-11 03:42:21,Run,13.74,2022-11-11 03:52:01
2022-11-12 05:57:22,Measure,28.61,2022-11-12 06:00:40
2022-11-13 12:26:31,Stop,93.26,2022-11-13 12:32:06
2022-11-14 07:24:04,Stop,42.95,2022-11-14 07:29:54
2022-11-15 03:17:43,Run,19.33,2022-11-15 03:19:35
2022-11-15 03:27:51,Start,73.22,2022-11-15 03:30:40
2022-11-15 16:32:00,Stop,36.95,2022-11-15 16:33:03
2022-11-16 22:32:56,Start,34.2,2022-11-16 22:34:42
2022-11-17 00:44:12,Idle,99.82,2022-11-17 00:46:45
2022-11-17 01:47:27,Alert,87.23,2022-11-17 01:51:59
2022-11-19 06:20:52,Measure,46.71,2022-11-19 06:29:07
2022-11-20 11:37:12,Alert,98.22,2022-11-20 11:46:39
2022-11-21 16:04:17,Alert,68.51,2022-11-21 16:08:41
2022-11-21 19:33:02,Idle,76.78,2022-11-21 19:40:22
2022-11-25 10:57:21,Stop,12.84,2022-11-25 10:59:33
2022-11-25 20:38:15,Measure,20.94,2022-11-25 20:47:50
2022-11-26 08:47:38,Stop,66.98,2022-11-26 08:49:53
2022-11-27 18:05:33,Run,90.91,2022-11-27 18:07:49
2022-11-28 18:18:27,Alert,66.14,2022-11-28 18:26:16
2022-11-29 14:38:06,Run,22.06,2022-11-29 14:40:51
2022-12-01 14:26:52,Start,20.42,2022-12-01 14:35:47
2022-12-04 08:57:34,Alert,85.98,2022-12-04 09:03:08
2022-12-04 22:51:34,Stop,22.54,2022-12-04 22:54:01
2022-12-05 08:53:28,Alert,56.82,2022-12-05 08:55:44
2022-12-05 09:15:31,Start,13.34,2022-12-05 09:17:47
2022-12-05 12:42:27,Idle,17.26,2022-12-05 12:50:48
2022-12-07 05:06:32,Run,70.51,2022-12-07 05:16:31
2022-12-07 17:20:25,Run,72.03,2022-12-07 17:25:29
2022-12-08 20:41:30,Stop,40.73,2022-12-08 20:48:51
2022-12-09 18:20:00,Alert,29.4,2022-12-09 18:23:21
2022-12-09 19:14:41,Stop,83.23,2022-12-09 19:21:48
2022-12-10 22:28:00,Idle,29.54,2022-12-10 22:30:23
2022-12-11 02:48:24,Alert,58.78,2022-12-11 02:51:46
2022-12-11 09:23:12,Alert,97.14,2022-12-11 09:30:03
2022-12-17 18:56:18,Stop,23.31,2022-12-17 18:59:49
2022-12-18 01:39:01,Stop,94.68,2022-12-18 01:42:38
2022-12-18 18:26:13,Start,26.46,2022-12-18 18:34:38
2022-12-19 00:19:30,Idle,61.07,2022-12-19 00:25:32
2022-12-20 07:11:19,Start,43.93,2022-12-20 07:19:48
2022-12-22 06:15:20,Run,96.84,2022-12-22 06:20:03
2022-12-22 18:21:16,Alert,34.62,2022-12-22 18:22:58
2022-12-22 20:34:01,Stop,45.97,2022-12-22 20:39:24
2022-12-24 17:07:14,Alert,98.46,2022-12-24 17:08:16
2022-12-26 14:05:14,Alert,58.28,2022-12-26 14:10:41
2022-12-27 00:57:29,Measure,55.24,2022-12-27 00:58:44
2022-12-27 04:57:02,Run,33.2,2022-12-27 05:03:35
2022-12-27 06:57:23,Measure,73.12,2022-12-27 07:06:06
2022-12-27 08:48:58,Alert,11.29,2022-12-27 08:50:56
2022-12-29 05:40:33,Stop,14.46,2022-12-29 05:44:29
2022-12-29 13:21:06,Alert,63.94,2022-12-29 13:23:08
2022-12-30 08:55:30,Run,40.75,2022-12-30 09:01:36
2022-12-31 09:50:44,Measure,95.8,2022-12-31 09:55:49
2022-12-31 18:27:39,Stop,91.29,2022-12-31 18:33:27
